24.07.2026                                                                                             Dynamic List Display                                                                                                    1
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
24.07.2026                                                                                      Order Info System - Production List                                                                                          1
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
|SchedStart|Sched.Fin.|Act. start|Act.finish|Order       |Material  |Material description                |Target qty|Conf. qty|Customer                           |Priority|System Status                           |UserStatus|
|29.07.2026|02.08.2026|          |          |200234181272|ES7593-000|CSJB-55/17-435/U-CN                 |      200 |       0 |Tyco Electronics Singapore Pte Ltd |5       |REL  PRT  PRC  BASC BCRQ MACM MSCP SETC |PREP      |
|31.07.2026|03.08.2026|          |          |200234069557|ET3937-000|CSJB-63/19-462/U-S                  |       63 |       0 |Tyco Electronics (Kunshan) Ltd     |5       |CRTD PRC  BASC BCRQ MACM MSCP SETC      |          |
|06.08.2026|09.08.2026|          |          |200234181274|ES7593-000|CSJB-55/17-435/U-CN                 |      200 |       0 |Tyco Electronics Singapore Pte Ltd |5       |CRTD PRC  BASC BCRQ MACM SETC           |          |
|13.08.2026|16.08.2026|          |          |200234181397|ES7593-000|CSJB-55/17-435/U-CN                 |      200 |       0 |Tyco Electronics Singapore Pte Ltd |5       |CRTD PRC  BASC BCRQ MACM MSCP SETC      |          |
|20.08.2026|23.08.2026|          |          |200234181398|ES7593-000|CSJB-55/17-435/U-CN                 |      200 |       0 |Tyco Electronics Singapore Pte Ltd |5       |CRTD PRC  BASC BCRQ MACM MSCP SETC      |          |
|03.09.2026|06.09.2026|          |          |200234181400|ES7593-000|CSJB-55/17-435/U-CN                 |      200 |       0 |Tyco Electronics Singapore Pte Ltd |5       |CRTD PRC  BASC BCRQ MACM MSCP SETC      |          |
|09.09.2026|16.09.2026|          |          |200234425043|ES7593-000|CSJB-55/17-435/U-CN                 |    1,500 |       0 |Tyco Electronics Singapore Pte Ltd |5       |CRTD PRC  BASC BCRQ MACM MSCP SETC      |          |
|18.09.2026|23.09.2026|          |          |200234424932|ES7593-000|CSJB-55/17-435/U-CN                 |      800 |       0 |Tyco Electronics Singapore Pte Ltd |5       |CRTD MSPT PRC  BASC BCRQ MSCP SETC      |          |
|24.09.2026|27.09.2026|          |          |200234575240|ET3937-000|CSJB-63/19-462/U-S                  |       10 |       0 |Tyco Electronics (Kunshan) Ltd     |5       |CRTD PRC  BASC BCRQ MACM SETC           |          |
|25.09.2026|29.09.2026|          |          |200234425037|ES7593-000|CSJB-55/17-435/U-CN                 |      500 |       0 |Tyco Electronics Singapore Pte Ltd |5       |CRTD MSPT PRC  BASC BCRQ MSCP SETC      |          |
|24.09.2026|29.09.2026|          |          |200234425044|ES7593-000|CSJB-55/17-435/U-CN                 |    1,000 |       0 |Tyco Electronics Singapore Pte Ltd |5       |CRTD MSPT PRC  BASC BCRQ SETC           |          |
|30.09.2026|07.10.2026|          |          |200234425045|ES7593-000|CSJB-55/17-435/U-CN                 |    1,550 |       0 |Tyco Electronics Singapore Pte Ltd |5       |CRTD MSPT PRC  BASC BCRQ SETC           |          |
|07.10.2026|14.10.2026|          |          |200234425047|ES7593-000|CSJB-55/17-435/U-CN                 |    1,500 |       0 |Tyco Electronics (Kunshan) Ltd     |5       |CRTD MSPT PRC  BASC BCRQ SETC           |          |
|14.10.2026|21.10.2026|          |          |200234425046|ES7593-000|CSJB-55/17-435/U-CN                 |    1,505 |       0 |Tyco Electronics Singapore Pte Ltd |5       |CRTD MSPT PRC  BASC BCRQ SETC           |          |
|21.10.2026|28.10.2026|          |          |200234425048|ES7593-000|CSJB-55/17-435/U-CN                 |    1,500 |       0 |Tyco Electronics (Kunshan) Ltd     |5       |CRTD MSPT PRC  BASC BCRQ SETC           |          |
|06.11.2026|09.11.2026|          |          |200234575241|ET3937-000|CSJB-63/19-462/U-S                  |       20 |       0 |Tyco Electronics (Kunshan) Ltd     |5       |CRTD PRC  BASC BCRQ MACM SETC           |          |
|14.04.2026|15.04.2026|29.04.2026|          |200233958635|EP0779-000|EXRM-1491-960-33X3.6-QA             |        5 |       0 |                                   |        |REL  PRT  PCNF PRC  BASC BCRQ GMPS MACM*|          |
|30.07.2026|30.07.2026|          |          |200234642874|ET3951-000|CSJB-63/19-462/U-Q-S                |      300 |       0 |                                   |        |REL  PRT  PRC  BASC BCRQ MACM MSCP SETC |          |
|09.09.2026|12.09.2026|          |          |200234574323|ES7595-000|CSJB-75/25-552/U-JZ                 |       40 |       0 |Tyco Electronics (Kunshan) Ltd     |5       |CRTD PRC  BASC BCRQ MACM MSCP SETC      |          |
|23.09.2026|26.09.2026|          |          |200234574327|ET3935-000|CSJB-55/17-435/U-S                  |       10 |       0 |Tyco Electronics (Kunshan) Ltd     |5       |CRTD PRC  BASC BCRQ MACM MSCP SETC      |          |
|25.09.2026|29.09.2026|          |          |200234252792|ET3935-000|CSJB-55/17-435/U-S                  |       18 |       0 |TE Connectivity Australia Pty Ltd  |5       |CRTD PRC  CSER BASC BCRQ MACM SETC      |          |
|23.10.2026|27.10.2026|          |          |200234425691|ET3935-000|CSJB-55/17-435/U-S                  |       19 |       0 |TE Connectivity Australia Pty Ltd  |5       |CRTD PRC  BASC BCRQ MACM SETC           |          |
|30.10.2026|02.11.2026|          |          |200234574322|ES7595-000|CSJB-75/25-552/U-JZ                 |       20 |       0 |Tyco Electronics (Kunshan) Ltd     |5       |CRTD PRC  BASC BCRQ MACM SETC           |          |
|06.11.2026|09.11.2026|          |          |200234574329|ET3935-000|CSJB-55/17-435/U-S                  |       20 |       0 |                                   |        |CRTD PRC  BASC BCRQ MACM SETC           |          |
|28.07.2026|28.07.2026|          |          |200234643206|EP8797-000|CSJBS-49/15-410/U-QA                |      192 |       0 |                                   |        |REL  PRT  PRC  BASC BCRQ MACM MSCP SETC |          |
|16.07.2026|21.07.2026|13.07.2026|          |200234554504|ES7599-000|CSJP-75/25-552/U-JZ                 |      300 |      32 |                                   |        |REL  MSPT PRT  PCNF PRC  BASC BCRQ GMPS*|COMP PREP |
|17.07.2026|25.07.2026|16.07.2026|          |200234593844|ES7599-000|CSJP-75/25-552/U-JZ                 |      300 |       0 |                                   |        |REL  PRT  PCNF PRC  BASC BCRQ GMPS MACM*|COMP PREP |
|22.07.2026|26.07.2026|20.07.2026|          |200234593845|ES7599-000|CSJP-75/25-552/U-JZ                 |      126 |       0 |                                   |        |REL  PRT  PCNF PRC  BASC BCRQ GMPS MACM*|PREP      |
|11.08.2026|15.08.2026|          |          |202225037   |ES7599-000|CSJP-75/25-552/U-JZ                 |       84 |       0 |                                   |        |CRTD MSPT PRC  BASC BCRQ SETC           |          |
|14.07.2026|16.07.2026|16.07.2026|          |200234554087|ES2816-000|CSJP-55/17-435/U-CN                 |       22 |       0 |                                   |        |REL  PRT  PCNF PRC  BASC BCRQ GMPS MACM*|          |
|16.07.2026|17.07.2026|19.06.2026|22.07.2026|200234340811|ES2816-000|CSJP-55/17-435/U-CN                 |       36 |      31 |                                   |        |REL  PRT  PCNF PRC  BASC BCRQ GMPS MACM*|          |
|17.07.2026|22.07.2026|20.07.2026|          |200234554540|ES2816-000|CSJP-55/17-435/U-CN                 |      300 |       0 |                                   |        |REL  PRT  PCNF PRC  BASC BCRQ GMPS MACM*|PREP      |
|21.07.2026|23.07.2026|21.07.2026|24.07.2026|200234593839|ES2816-000|CSJP-55/17-435/U-CN                 |       48 |      43 |                                   |        |REL  PRT  PCNF PRC  BASC BCRQ GMPS MACM*|          |
|22.07.2026|27.07.2026|22.07.2026|          |200234593849|ES2816-000|CSJP-55/17-435/U-CN                 |      300 |       0 |                                   |        |REL  PRT  PCNF PRC  BASC BCRQ GMPS MACM*|PREP      |
|22.07.2026|27.07.2026|23.07.2026|          |200234593850|ES2816-000|CSJP-55/17-435/U-CN                 |      300 |       0 |                                   |        |REL  PRT  PCNF PRC  BASC BCRQ GMPS MACM*|COMP PREP |
|28.07.2026|30.07.2026|          |          |200234626119|ES2816-000|CSJP-55/17-435/U-CN                 |       69 |       0 |                                   |        |REL  PRT  PRC  BASC BCRQ GMPS MACM MSCP*|          |
|28.07.2026|31.07.2026|          |          |200234626120|ES2816-000|CSJP-55/17-435/U-CN                 |      126 |       0 |                                   |        |REL  PRT  PRC  BASC BCRQ MACM MSCP SETC |          |
|28.07.2026|03.08.2026|          |          |200234642800|ES2816-000|CSJP-55/17-435/U-CN                 |      300 |       0 |                                   |        |REL  PRT  PRC  BASC BCRQ MACM MSCP SETC |          |
|30.07.2026|03.08.2026|          |          |200234642802|ES2816-000|CSJP-55/17-435/U-CN                 |      133 |       0 |                                   |        |CRTD PRC  BASC BCRQ MACM SETC           |          |
|29.07.2026|29.07.2026|          |          |200234642871|ET3958-000|CSJB-63/19-462/U-LF-Q-S             |      300 |       0 |                                   |        |CRTD PRC  BASC BCRQ MACM MSCP SETC      |          |
|29.07.2026|29.07.2026|          |          |200234642872|ET3958-000|CSJB-63/19-462/U-LF-Q-S             |      304 |       0 |                                   |        |CRTD PRC  BASC BCRQ MACM SETC           |          |
|28.07.2026|28.07.2026|          |          |200234594042|CS5715-000|LHOL-55-460                         |      504 |       0 |                                   |        |REL  PRT  PRC  BASC BCRQ MACM SETC      |          |
|28.07.2026|28.07.2026|          |          |200234594043|CS5715-000|LHOL-55-460                         |      504 |       0 |                                   |        |REL  PRT  PRC  BASC BCRQ MACM MSCP SETC |          |
|27.07.2026|28.07.2026|          |          |200234638929|CS5715-000|LHOL-55-460                         |      504 |       0 |                                   |        |REL  PRT  PRC  BASC BCRQ MACM SETC      |          |
|27.07.2026|28.07.2026|          |          |200234638930|CS5715-000|LHOL-55-460                         |      504 |       0 |                                   |        |REL  PRT  PRC  BASC BCRQ MACM SETC      |          |
|29.07.2026|29.07.2026|          |          |200234638931|CS5715-000|LHOL-55-460                         |      504 |       0 |                                   |        |REL  PRT  PRC  BASC BCRQ MACM SETC      |          |
|29.07.2026|29.07.2026|          |          |200234638932|CS5715-000|LHOL-55-460                         |      504 |       0 |                                   |        |REL  PRT  PRC  BASC BCRQ MACM SETC      |          |
|31.07.2026|31.07.2026|          |          |200234638933|CS5715-000|LHOL-55-460                         |      504 |       0 |                                   |        |CRTD PRC  BASC BCRQ MACM MSCP SETC      |          |
|05.08.2026|05.08.2026|          |          |200234662380|CS5715-000|LHOL-55-460                         |      504 |       0 |                                   |        |CRTD PRC  BASC BCRQ MACM SETC           |          |
|06.08.2026|06.08.2026|          |          |200234662381|CS5715-000|LHOL-55-460                         |      504 |       0 |                                   |        |CRTD PRC  BASC BCRQ MACM SETC           |          |
|06.08.2026|06.08.2026|          |          |200234662382|CS5715-000|LHOL-55-460                         |      504 |       0 |                                   |        |CRTD PRC  BASC BCRQ MACM SETC           |          |
|07.08.2026|07.08.2026|          |          |200234662384|CS5715-000|LHOL-55-460                         |      504 |       0 |                                   |        |CRTD PRC  BASC BCRQ MACM SETC           |          |
|14.07.2026|18.07.2026|09.07.2026|22.07.2026|200234554509|ET3949-000|CSJP-63/19-462/U-S                  |      100 |      97 |                                   |        |REL  PRT  PCNF PRC  BASC BCRQ GMPS MACM*|PREP      |
|27.07.2026|27.07.2026|          |          |200234642876|ET3941-000|CSJB-55/17-435/U-Q-S                |      100 |       0 |                                   |        |REL  PRT  PRC  BASC BCRQ MACM MSCP SETC |PREP      |
|28.07.2026|30.07.2026|          |          |200234626121|EP9613-000|CSJS-49/15-410/U                    |       40 |       0 |                                   |        |REL  PRT  PRC  BASC BCRQ GMPS MACM MSCP*|          |
|28.07.2026|30.07.2026|          |          |200234626122|EP9613-000|CSJS-49/15-410/U                    |       23 |       0 |                                   |        |REL  PRT  PRC  BASC BCRQ GMPS MACM MSCP*|          |
|31.07.2026|05.08.2026|          |          |200234642813|EP9613-000|CSJS-49/15-410/U                    |      288 |       0 |                                   |        |CRTD PRC  BASC BCRQ MACM MSCP SETC      |          |
|21.07.2026|24.07.2026|22.07.2026|          |200234593837|ES7597-000|CSJP-47/14-435/U-CN                 |       92 |       0 |                                   |        |REL  PRT  PCNF PRC  BASC BCRQ GMPS MACM*|          |
|23.07.2026|28.07.2026|24.07.2026|          |200234593853|ES7597-000|CSJP-47/14-435/U-CN                 |      300 |       0 |                                   |        |REL  PRT  PCNF PRC  BASC BCRQ GMPS MACM*|PREP      |
|29.07.2026|03.08.2026|          |          |200234642807|ES7597-000|CSJP-47/14-435/U-CN                 |      300 |       0 |                                   |        |CRTD PRC  BASC BCRQ MACM MSCP SETC      |          |
|28.07.2026|30.07.2026|23.07.2026|          |200234625983|ET3960-000|CSJP-63/19-462/U-LF-S               |       10 |       0 |                                   |        |REL  PRT  PCNF PRC  BASC BCRQ GMPS MACM*|          |
|15.04.2026|16.04.2026|17.04.2026|17.04.2026|200233921245|ER5583-000|CSJB-75/25-552/U-Q-JZ               |      600 |     600 |                                   |        |REL  PRT  CNF  PRC  BASC BCRQ GMPS MACM*|PREP      |
|27.07.2026|27.07.2026|          |          |200234593925|ER5583-000|CSJB-75/25-552/U-Q-JZ               |      300 |       0 |                                   |        |REL  PRT  PRC  BASC BCRQ MACM MSCP SETC |PREP      |
|29.07.2026|29.07.2026|          |          |200234642868|ER5583-000|CSJB-75/25-552/U-Q-JZ               |      300 |       0 |                                   |        |CRTD PRC  BASC BCRQ MACM MSCP SETC      |          |
|27.07.2026|27.07.2026|          |          |200234593926|ER8477-000|CSJB-63/19-462/U-LF-Q-JZ            |      200 |       0 |                                   |        |REL  PRT  PRC  BASC BCRQ MACM MSCP SETC |PREP      |
|27.07.2026|27.07.2026|          |          |200234642875|ER8477-000|CSJB-63/19-462/U-LF-Q-JZ            |      240 |       0 |                                   |        |REL  PRT  PRC  BASC BCRQ MACM MSCP SETC |PREP      |
|27.07.2026|27.07.2026|          |          |200234643097|ES2815-000|CSJB-55/17-435/U-Q-CN               |      400 |       0 |                                   |        |REL  PRT  PRC  BASC BCRQ MACM MSCP SETC |PREP      |
|27.07.2026|28.07.2026|          |          |200234643098|ES2815-000|CSJB-55/17-435/U-Q-CN               |      400 |       0 |                                   |        |REL  PRT  PRC  BASC BCRQ MACM MSCP SETC |PREP      |
|22.07.2026|26.07.2026|21.07.2026|          |200234593847|ET5212-000|CSJP-63/19-462/U-LF-JZ              |      150 |       0 |                                   |        |REL  PRT  PCNF PRC  BASC BCRQ GMPS MACM*|PREP      |
|28.07.2026|30.07.2026|          |          |200234626123|ET3938-000|CSJP-47/14-435/U-S                  |       11 |       0 |                                   |        |REL  PRT  PRC  BASC BCRQ MACM MSCP SETC |          |
|21.07.2026|26.07.2026|21.07.2026|          |200234593848|ES0839-000|CSJP-55/17-435/U-JZ                 |      300 |       0 |                                   |        |REL  PRT  PCNF PRC  BASC BCRQ GMPS MACM*|PREP      |
|27.07.2026|01.08.2026|          |          |200234642632|ES0839-000|CSJP-55/17-435/U-JZ                 |      297 |       0 |                                   |        |REL  PRT  PRC  BASC BCRQ GMPS MACM MSCP*|PREP      |
|28.07.2026|30.07.2026|23.07.2026|          |200234606800|ES7598-000|CSJP-63/19-462/U-JZ                 |       25 |       0 |                                   |        |REL  PRT  PCNF PRC  BASC BCRQ GMPS MACM*|          |
|22.10.2026|25.10.2026|          |          |200234607001|ES7598-000|CSJP-63/19-462/U-JZ                 |       12 |       0 |TE Connectivity Brasil Industria de|5       |CRTD MSPT PRC  BASC BCRQ SETC           |          |
|04.07.2026|06.07.2026|03.07.2026|          |200234459297|EP0777-000|EXRM-1491-760-25X3.6-QA             |       90 |       0 |                                   |        |REL  PRT  PCNF PRC  BASC BCRQ GMPS MACM*|          |
|27.07.2026|27.07.2026|15.07.2026|          |200234459713|EP0777-000|EXRM-1491-760-25X3.6-QA             |       30 |       0 |                                   |        |REL  PRT  PCNF PRC  BASC BCRQ GMPS MACM*|          |
|27.07.2026|27.07.2026|15.07.2026|          |200234459716|EP0777-000|EXRM-1491-760-25X3.6-QA             |       30 |       0 |                                   |        |REL  PRT  PCNF PRC  BASC BCRQ GMPS MACM*|          |
|28.07.2026|28.07.2026|          |          |200234643100|ER5580-000|CSJB-47/14-435/U-Q-JZ               |      300 |       0 |                                   |        |REL  PRT  PRC  BASC BCRQ MACM MSCP SETC |          |
|28.07.2026|28.07.2026|          |          |200234645008|EP0781-000|EXRM-1491-960-36X3.6-QA             |       10 |       0 |                                   |        |CRTD PRC  BASC BCRQ MACM SETC           |          |
|28.07.2026|28.07.2026|          |          |200234645150|EP0778-000|EXRM-1491-830-30X3.6-QA             |       10 |       0 |                                   |        |CRTD PRC  BASC BCRQ MACM SETC           |          |
|29.07.2026|29.07.2026|24.07.2026|          |200234609861|EP0779-000|EXRM-1491-960-33X3.6-QA             |       10 |       0 |                                   |        |REL  PRT  PCNF PRC  BASC BCRQ GMPS MACM*|          |
|29.07.2026|29.07.2026|24.07.2026|          |200234609870|EP0777-000|EXRM-1491-760-25X3.6-QA             |       10 |       0 |                                   |        |REL  PRT  PCNF PRC  BASC BCRQ GMPS MACM*|          |
|29.07.2026|29.07.2026|          |          |200234642870|ET5837-000|CSJB-75/25-552/U-Q-CN               |      120 |       0 |                                   |        |CRTD PRC  BASC BCRQ MACM MSCP SETC      |          |
|04.08.2026|04.08.2026|          |          |200234645152|ER1602-000|EXRM-1491-660-25X3.6-QA             |       10 |       0 |                                   |        |CRTD PRC  BASC BCRQ MACM SETC           |          |
|04.08.2026|04.08.2026|          |          |200234567881|D27776-000|BAH-018070278                       |      100 |       0 |TE Connectivity Energy GmbH        |5       |CRTD PRC  BASC BCRQ MACM SETC           |          |
|06.10.2026|06.10.2026|          |          |200234647122|D27776-000|BAH-018070278                       |      100 |       0 |TE Connectivity Energy GmbH        |5       |CRTD PRC  BASC BCRQ MACM SETC           |          |
|31.07.2026|31.07.2026|          |          |200234549435|5069886081|CGPT-25.4/12.7-0-500MM              |    1,000 |       0 |                                   |        |CRTD PRC  BASC BCRQ MACM SETC           |          |
|31.07.2026|31.07.2026|          |          |200234549433|4781476006|CGPT-51/26-5-200MM                  |    2,000 |       0 |                                   |        |CRTD PRC  BASC BCRQ MACM SETC           |          |
|05.08.2026|05.08.2026|          |          |200234586788|4623556011|CGPT-32/16-0-500MM                  |      320 |       0 |                                   |        |CRTD PRC  BASC BCRQ MACM SETC           |          |
|10.09.2026|10.09.2026|          |          |200234586789|4623556011|CGPT-32/16-0-500MM                  |    1,000 |       0 |                                   |        |CRTD PRC  BASC BCRQ MACM SETC           |          |
|05.08.2026|05.08.2026|          |          |200234549662|ES4651-000|EN-CGPT-24/8-X-800MM                |      600 |       0 |                                   |        |CRTD PRC  BASC BCRQ MACM SETC           |          |
|12.08.2026|12.08.2026|          |          |200234596010|EE7622-000|BAH-018070552                       |      187 |       0 |                                   |        |CRTD PRC  BASC BCRQ MACM MSCP SETC      |          |
|12.08.2026|12.08.2026|          |          |200234596011|EE7633-000|BAH-018070553                       |      272 |       0 |                                   |        |CRTD PRC  BASC BCRQ MACM MSCP SETC      |          |
|06.08.2026|06.08.2026|          |          |200234586790|ES4653-000|EN-CGPT-19/9.5-3000MM               |      180 |       0 |                                   |        |CRTD PRC  BASC BCRQ MACM SETC           |          |
|13.08.2026|13.08.2026|          |          |200234609683|ES4856-000|EN-CGPT-39/13-X-1000MM              |       60 |       0 |                                   |        |CRTD PRC  BASC BCRQ MACM SETC           |          |
|13.08.2026|13.08.2026|          |          |200234609688|EE7634-000|BAH-018070554                       |       32 |       0 |                                   |        |CRTD PRC  BASC BCRQ MACM SETC           |          |
|05.08.2026|05.08.2026|          |          |200234609571|EE7635-000|BAH-018070555                       |       60 |       0 |                                   |        |CRTD PRC  BASC BCRQ MACM MSCP SETC      |          |
|30.07.2026|30.07.2026|          |          |200234636700|5069888063|CGPT-25.4/12.7-0-1M                 |      300 |       0 |                                   |        |REL  PRT  PRC  BASC BCRQ MACM SETC      |          |
|27.07.2026|27.07.2026|          |          |200234609693|C05586-000|BAH-018070293                       |        5 |       0 |                                   |        |REL  PRT  PRC  BASC BCRQ MACM MSCP SETC |          |
|25.07.2026|26.07.2026|24.07.2026|          |200234555712|A56792-000|EXRM-1341-PN-1-390                  |    2,000 |   1,000 |                                   |        |REL  PRT  PCNF PRC  BASC BCRQ GMPS MACM*|          |
|28.07.2026|28.07.2026|          |          |200234651946|A56792-000|EXRM-1341-PN-1-390                  |    1,000 |       0 |                                   |        |REL  PRT  PRC  BASC BCRQ MACM SETC      |          |
|28.07.2026|29.07.2026|          |          |200234555777|E04316-000|EXRM-1341-PN-1-370                  |    2,000 |       0 |                                   |        |REL  PRT  PRC  BASC BCRQ MACM SETC      |          |
|11.08.2026|11.08.2026|          |          |200234555713|A56792-000|EXRM-1341-PN-1-390                  |    1,000 |       0 |                                   |        |CRTD PRC  BASC BCRQ MACM SETC           |          |
|12.08.2026|13.08.2026|          |          |200234555779|E04316-000|EXRM-1341-PN-1-370                  |    2,000 |       0 |                                   |        |CRTD PRC  BASC BCRQ MACM SETC           |          |
|07.08.2026|10.08.2026|          |          |200234557000|EB6965-000|BAH-018070487                       |      500 |       0 |                                   |        |CRTD PRC  BASC BCRQ MACM SETC           |          |
|02.09.2026|03.09.2026|          |          |200234557001|EB6965-000|BAH-018070487                       |      500 |       0 |                                   |        |CRTD PRC  BASC BCRQ MACM MSCP SETC      |          |
|02.08.2026|03.08.2026|          |          |200234609465|ES9786-000|BAH-018070666                       |      500 |       0 |                                   |        |CRTD PRC  BASC BCRQ MACM SETC           |          |
|13.08.2026|13.08.2026|          |          |200234609680|ES4857-000|EN-CGPT-25.4/12.7-0-3000MM          |      100 |       0 |                                   |        |CRTD PRC  BASC BCRQ MACM SETC           |          |
|20.08.2026|20.08.2026|          |          |200234647372|977234-000|BAH-018070190                       |       77 |       0 |                                   |        |CRTD PRC  BASC BCRQ MACM SETC           |          |
|06.08.2026|06.08.2026|          |          |200234569029|ES4657-000|EN-CGPT-39/13-X-1400MM              |      500 |       0 |                                   |        |CRTD PRC  BASC BCRQ MACM SETC           |          |
|28.07.2026|28.07.2026|          |          |200234555699|CJ9345-000|EXRM-1874-480                       |      500 |       0 |                                   |        |REL  PRT  PRC  BASC BCRQ MACM SETC      |          |
|20.08.2026|20.08.2026|          |          |200234647364|ES9783-000|BAH-018070663                       |       20 |       0 |                                   |        |CRTD PRC  BASC BCRQ MACM SETC           |          |
|26.08.2026|26.08.2026|          |          |200234272013|E09316-000|BAH-018070280                       |      100 |       0 |TE Connectivity Energy GmbH        |5       |CRTD PRC  BASC BCRQ MACM SETC           |          |
|20.08.2026|20.08.2026|          |          |200234647369|6339876016|CGPT-12/4-0-600MM                   |      500 |       0 |                                   |        |CRTD PRC  BASC BCRQ MACM SETC           |          |
|16.09.2026|16.09.2026|          |          |200234440212|ES4855-000|EN-CGPT-24/8-0-500MM                |      360 |       0 |                                   |        |CRTD PRC  BASC BCRQ MACM SETC           |          |
|15.09.2026|15.09.2026|          |          |200234550237|A75424-000|BAH-018070295                       |      200 |       0 |TE Connectivity Energy GmbH        |5       |CRTD MSPT PRC  BASC BCRQ SETC           |          |
|13.07.2026|17.07.2026|10.07.2026|          |200234342751|BM4476-000|BOW-PBA1-30-05VB-6-DD               |       17 |       0 |                                   |        |REL  PRT  PCNF PRC  BASC BCRQ GMPS MACM*|COMP PREP |
|21.08.2026|27.08.2026|          |          |200234644095|BM4476-000|BOW-PBA1-30-05VB-6-DD               |       33 |       0 |                                   |        |CRTD PRC  BASC BCRQ MACM MSCP SETC      |          |
|27.07.2026|27.07.2026|          |          |200234546177|EF9991-000|BOW-PCA3E138-16245                  |       11 |       0 |Brugg Kabel Manufacturing AG       |5       |REL  PRT  PRC  BASC BCRQ GMPS MACM MSCP*|COMP PREP |
|30.07.2026|30.07.2026|          |          |200234007775|EM9236-000|PCA3E108L5E2M4-145-5                |        6 |       0 |Tyco Electronics Polska Sp z o.o.  |5       |CRTD MSPT PRC  BASC BCRQ MSCP RELR SETC |          |
|31.07.2026|31.07.2026|          |          |200234200739|EM8829-000|PCA3E102L5E2M4-123-5                |        3 |       0 |Tyco Electronics Polska Sp z o.o.  |5       |CRTD MSPT PRC  BASC BCRQ SETC           |          |
|03.08.2026|03.08.2026|          |          |200234292769|EP6389-000|PBA254L35E35M6-073-W                |       25 |       0 |ESB                                |5       |CRTD PRC  BASC BCRQ MACM MSCP SETC      |          |
|04.08.2026|05.08.2026|          |          |200233846986|EF9991-000|BOW-PCA3E138-16245                  |        1 |       0 |TE Connectivity Solutions GmbH     |5       |CRTD MSPT PRC  BASC BCRQ SETC           |          |
|03.08.2026|04.08.2026|          |          |200234637405|ET4814-000|PCA3E96L5E1M8-123                   |       20 |       0 |B/R ENERGI AS                      |5       |CRTD MSPT PRC  BASC BCRQ MSCP SETC      |          |
