order_number,material,material_description,scheduled_start,scheduled_finish,target_quantity,confirmed_quantity,customer,priority,is_released,is_australia,system_status,user_status,picked,ready_for_production,production_state,scheduling_pool,bench_work_centres,bench_operations,bench_remaining_minutes,bench_operation_count
200234585981,ES2308-000,CSJH-36D/1XU-1XU-GB02,07.09.2026,07.09.2026,8,0,Wolseley UK Limited,5,no,no,CRTD MSPT PRC  BASC BCRQ SETC,,no,no,AWAITING_PICKING,CSKI_MVKI,CSKI-1,0010,110,1
200234585982,ER6977-000,CSJ-BUILDUP-KIT-E-NL01,16.09.2026,16.09.2026,16,0,Tyco Electronics Polska Sp z o.o.,5,no,no,CRTD MSPT PRC  BASC BCRQ SETC,,no,no,AWAITING_PICKING,CSKI_MVKI,CSKI-1,0010,128,1
200234585983,ER6986-000,CSJA-ENDSEAL-KIT-E-NL01,23.09.2026,23.09.2026,27,0,Tyco Electronics Polska Sp z o.o.,5,no,no,CRTD PRC  BASC BCRQ MACM SETC,,no,no,AWAITING_PICKING,CSKI_MVKI,CSKI-1,0010,117,1
200234585984,ER6986-000,CSJA-ENDSEAL-KIT-E-NL01,02.09.2026,02.09.2026,62,0,Tyco Electronics Polska Sp z o.o.,5,no,no,CRTD PRC  BASC BCRQ MACM MSCP SETC,,no,no,AWAITING_PICKING,CSKI_MVKI,CSKI-1,0010,164,1
200234585985,ER6986-000,CSJA-ENDSEAL-KIT-E-NL01,14.10.2026,14.10.2026,63,0,Tyco Electronics Polska Sp z o.o.,5,no,no,CRTD MSPT PRC  BASC BCRQ SETC,,no,no,AWAITING_PICKING,CSKI_MVKI,CSKI-1,0010,165,1
200234585986,ER6986-000,CSJA-ENDSEAL-KIT-E-NL01,04.11.2026,04.11.2026,48,0,Tyco Electronics Polska Sp z o.o.,5,no,no,CRTD MSPT PRC  BASC BCRQ SETC,,no,no,AWAITING_PICKING,CSKI_MVKI,CSKI-1,0010,145,1
200234585988,ER6985-000,CSJA-ENDSEAL-KIT-C-NL01,23.09.2026,23.09.2026,22,0,Tyco Electronics Polska Sp z o.o.,5,no,no,CRTD PRC  BASC BCRQ MACM SETC,,no,no,AWAITING_PICKING,CSKI_MVKI,CSKI-1,0010,164,1
200234585989,ER6985-000,CSJA-ENDSEAL-KIT-C-NL01,02.09.2026,02.09.2026,22,0,Tyco Electronics Polska Sp z o.o.,5,no,no,CRTD PRC  BASC BCRQ MACM MSCP SETC,,no,no,AWAITING_PICKING,CSKI_MVKI,CSKI-1,0010,164,1
200234585990,ER6985-000,CSJA-ENDSEAL-KIT-C-NL01,14.10.2026,14.10.2026,7,0,Tyco Electronics Polska Sp z o.o.,5,no,no,CRTD PRC  BASC BCRQ MACM SETC,,no,no,AWAITING_PICKING,CSKI_MVKI,CSKI-1,0010,107,1
200234585991,ER6985-000,CSJA-ENDSEAL-KIT-C-NL01,04.11.2026,04.11.2026,15,0,Tyco Electronics Polska Sp z o.o.,5,no,no,CRTD PRC  BASC BCRQ MACM SETC,,no,no,AWAITING_PICKING,CSKI_MVKI,CSKI-1,0010,137,1
200234585993,ES2308-000,CSJH-36D/1XU-1XU-GB02,12.10.2026,12.10.2026,3,0,SSE Stock Ltd,5,no,no,CRTD MSPT PRC  BASC BCRQ MSCP SETC,,no,no,AWAITING_PICKING,CSKI_MVKI,CSKI-1,0010,95,1
200234585994,CL1172-011,CSJA-36D/1XU-1XU-M,05.08.2026,05.08.2026,2,0,Tyco Electronics Polska Sp z o.o.,5,no,no,CRTD PRC  BASC BCRQ MACM SETC,,no,no,AWAITING_PICKING,CSKI_MVKI,CSKI-1,0010,92,1
200234586088,ER5489-000,CSJH-24C/1XU-1XU-M1-NL01,21.10.2026,21.10.2026,5,0,Tyco Electronics Polska Sp z o.o.,5,no,no,CRTD MSPT PRC  BASC BCRQ SETC,,no,no,AWAITING_PICKING,CSKI_MVKI,CSKI-1,0010,104,1
200234586419,ER3074-000,BAH-038081686,17.08.2026,18.08.2026,200,0,Cable Services Ltd,5,no,no,CRTD PRC  BASC BCRQ MACM SETC,,no,no,AWAITING_PICKING,LVPA,LVPA-2 / LVPA-5,0005 → 0010,824,2
200234586421,ER3075-000,BAH-038081687,14.08.2026,17.08.2026,200,0,Cable Services Ltd,5,no,no,CRTD PRC  BASC BCRQ MACM MSCP SETC,,no,no,AWAITING_PICKING,LVPA,LVPA-2 / LVPA-5,0005 → 0010,824,2
200234591298,EP6011-000,SMOE-64733,30.07.2026,31.07.2026,80,0,UK Power Networks(Operations) Ltd,5,yes,no,REL  PRT  PRC  BASC BCRQ MACM MSCP SETC,,no,no,AWAITING_PICKING,CSKI_MVKI,MVKI-1,0010,392,1
200234591306,EP6010-000,SMOE-64732,03.08.2026,03.08.2026,100,0,UK Power Networks(Operations) Ltd,5,no,no,CRTD MSPT PRC  BASC BCRQ RELR SETC,,no,no,AWAITING_PICKING,CSKI_MVKI,MVKI-1,0010,469,1
200234591308,604807-000,SMOE-61757,14.08.2026,14.08.2026,2,0,Wolseley UK Limited,5,no,no,CRTD PRC  BASC BCRQ MACM MSCP SETC,,no,no,AWAITING_PICKING,CSKI_MVKI,MVKI-1,0005,82,1
200234591310,204099-000,SMOE-62585,02.09.2026,02.09.2026,10,0,Cable Services Ltd,5,no,no,CRTD PRC  BASC BCRQ MACM MSCP SETC,,no,no,AWAITING_PICKING,CSKI_MVKI,MVKI-1,0005,94,1
200234591313,799501-000,SHSS-12A-IND,17.09.2026,17.09.2026,20,0,Cable Services Ltd,5,no,no,CRTD MSPT PRC  BASC BCRQ SETC,,no,no,AWAITING_PICKING,CSKI_MVKI,MVKI-1,0005,125,1
200234591314,799501-000,SHSS-12A-IND,14.08.2026,14.08.2026,10,0,Wolseley UK Limited,5,no,no,CRTD MSPT PRC  BASC BCRQ MSCP SETC,,no,no,AWAITING_PICKING,CSKI_MVKI,MVKI-1,0005,95,1
200234591316,E07331-000,SMOE-63180,02.09.2026,02.09.2026,2,0,Cable Services Ltd,5,no,no,CRTD MSPT PRC  BASC BCRQ MSCP SETC,,no,no,AWAITING_PICKING,CSKI_MVKI,MVKI-1,0005,110,1
200234592347,953163-000,SMOE-62753,29.09.2026,29.09.2026,2,0,Wolseley UK Limited,5,no,no,CRTD MSPT PRC  BASC BCRQ MSCP SETC,,no,no,AWAITING_PICKING,CSKI_MVKI,MVKI-1,0005,93,1
200234592348,EF1233-000,BAH-038081488,21.08.2026,21.08.2026,13,0,Wolseley UK Limited,5,no,no,CRTD PRC  BASC BCRQ MACM SETC,,no,no,AWAITING_PICKING,CSKI_MVKI,MVKI-1,0010,125,1
200234592351,EP6009-000,SMOE-64731,11.08.2026,11.08.2026,30,0,UK Power Networks(Operations) Ltd,5,no,no,CRTD MSPT PRC  BASC BCRQ SETC,,no,no,AWAITING_PICKING,CSKI_MVKI,MVKI-1,0010,138,1
200234592639,EP6008-000,SMOE-64730,17.09.2026,17.09.2026,35,0,UK Power Networks(Operations) Ltd,5,no,no,CRTD MSPT PRC  BASC BCRQ MSCP SETC,,no,no,AWAITING_PICKING,CSKI_MVKI,MVKI-1,0010,222,1
200234592645,468515-000,SMOE-62534,21.08.2026,21.08.2026,12,0,SSE Stock Ltd,5,no,no,CRTD MSPT PRC  BASC BCRQ SETC,,no,no,AWAITING_PICKING,CSKI_MVKI,MVKI-1,0010,173,1
200234592646,468515-000,SMOE-62534,01.09.2026,01.09.2026,12,0,SSE Stock Ltd,5,no,no,CRTD MSPT PRC  BASC BCRQ MSCP SETC,,no,no,AWAITING_PICKING,CSKI_MVKI,MVKI-1,0010,173,1
200234592648,EF1235-000,BAH-038081490,01.09.2026,01.09.2026,100,0,UK Power Networks(Operations) Ltd,5,no,no,CRTD PRC  BASC BCRQ MACM MSCP SETC,,no,no,AWAITING_PICKING,CSKI_MVKI,MVKI-1,0010,315,1
200234592649,EF1234-000,BAH-038081489,01.09.2026,01.09.2026,200,0,UK Power Networks(Operations) Ltd,5,no,no,CRTD PRC  BASC BCRQ MACM MSCP SETC,,no,no,AWAITING_PICKING,CSKI_MVKI,MVKI-1,0010,487,1
200234592651,582525-000,SMOE-62533,06.08.2026,06.08.2026,20,0,SSE Stock Ltd,5,no,no,CRTD MSPT PRC  BASC BCRQ MSCP SETC,,no,no,AWAITING_PICKING,CSKI_MVKI,MVKI-1,0010,303,1
200234594772,825430-000,BAH-018010002,24.08.2026,28.08.2026,21,0,,0,no,no,CRTD MSPT PRC  BASC BCRQ RELR SETC,,no,no,AWAITING_PICKING,LVPA,LVPA-5,0010,2423,1
200234595137,EE7743-000,BAH-028000735,30.07.2026,31.07.2026,504,0,Electricity North West Ltd,5,yes,no,REL  PRT  PRC  BASC BCRQ MACM MSCP SETC,,no,no,AWAITING_PICKING,LVPA,LVPA-5,0050,431,1
200234595141,EE7753-000,BAH-028000745,31.07.2026,31.07.2026,152,0,Electricity North West Ltd,5,yes,no,REL  PRT  PRC  BASC BCRQ MACM SETC,,no,no,AWAITING_PICKING,LVPA,LVPA-5,0050,94,1
200234595485,EE7496-000,BAH-038081423,06.08.2026,06.08.2026,30,0,SP Power Systems Ltd,5,no,no,CRTD MSPT PRC  BASC BCRQ MSCP SETC,,no,no,AWAITING_PICKING,LVPA,LVPA-5,0010 → 0030,53,2
200234598671,CR0672-000,CATJ-12C/1XU-3SB-GB03,26.08.2026,26.08.2026,5,0,SP Power Systems Ltd,5,no,no,CRTD PRC  BASC BCRQ MACM MSCP SETC,,no,no,AWAITING_PICKING,CSKI_MVKI,CSKI-1,0010,118,1
200234598676,CP8417-000,CATJ-12E/1XU-1HL-GB01,04.08.2026,05.08.2026,8,0,SP Power Systems Ltd,5,no,no,CRTD PRC  BASC BCRQ MSCP SETC,,no,no,AWAITING_PICKING,CSKI_MVKI,CSKI-1,0010,134,1
200234601051,EF1240-000,BAH-038081495,03.08.2026,03.08.2026,50,0,UK Power Networks(Operations) Ltd,5,yes,no,REL  PRC  BASC BCRQ MACM SETC,,no,no,AWAITING_PICKING,CSKI_MVKI,MVKI-1,0010,137,1
200234601201,ER3078-000,BAH-038081690,14.08.2026,17.08.2026,200,0,Cable Services Ltd,5,no,no,CRTD PRC  BASC BCRQ MACM MSCP SETC,,no,no,AWAITING_PICKING,LVPA,LVPA-2 / LVPA-5,0005 → 0010,824,2
200234601781,EK3578-000,SMOE-64543,05.08.2026,05.08.2026,8,0,UK Power Networks(Operations) Ltd,5,no,no,CRTD PRC  BASC BCRQ MACM MSCP SETC,,no,no,AWAITING_PICKING,CSKI_MVKI,MVKI-1,0010,81,1
200234601807,EK3578-000,SMOE-64543,10.09.2026,10.09.2026,20,0,UK Power Networks(Operations) Ltd,5,no,no,CRTD PRC  BASC BCRQ MACM MSCP SETC,,no,no,AWAITING_PICKING,CSKI_MVKI,MVKI-1,0010,112,1
200234601886,F57005-000,SMOE-63191,09.10.2026,09.10.2026,15,0,Cable Services Ltd,5,no,no,CRTD MSPT PRC  BASC BCRQ SETC,,no,no,AWAITING_PICKING,CSKI_MVKI,MVKI-1,0010,193,1
200234601887,F57005-000,SMOE-63191,11.11.2026,11.11.2026,5,0,Cable Services Ltd,5,no,no,CRTD MSPT PRC  BASC BCRQ SETC,,no,no,AWAITING_PICKING,CSKI_MVKI,MVKI-1,0010,108,1
200234601964,EP3114-000,BAH-038081618,14.08.2026,14.08.2026,250,0,UK Power Networks(Operations) Ltd,5,no,no,CRTD PRC  BASC BCRQ MACM SETC,,no,no,AWAITING_PICKING,LVPA,LVPA-5,0010,333,1
200234601965,EP3125-000,BAH-038081629,07.08.2026,07.08.2026,84,0,Wolseley UK Limited,5,no,no,CRTD PRC  BASC BCRQ MACM MSCP SETC,,no,no,AWAITING_PICKING,LVPA,LVPA-5,0010,304,1
200234601966,ER3079-000,BAH-038081691,13.08.2026,14.08.2026,100,0,Cable Services Ltd,5,no,no,CRTD PRC  BASC BCRQ MACM SETC,,no,no,AWAITING_PICKING,LVPA,LVPA-2 / LVPA-5,0005 → 0010,412,2
200234601969,ER3081-000,BAH-038081693,11.08.2026,13.08.2026,500,0,Cable Services Ltd,5,no,no,CRTD PRC  BASC BCRQ MACM SETC,,no,no,AWAITING_PICKING,LVPA,LVPA-2 / LVPA-5,0005 → 0010,2059,2
200234601975,ER3080-000,BAH-038081692,25.08.2026,28.08.2026,500,0,Cable Services Ltd,5,no,no,CRTD PRC  BASC BCRQ MACM SETC,,no,no,AWAITING_PICKING,LVPA,LVPA-2 / LVPA-5,0005 → 0010,2059,2
200234602077,EP6009-000,SMOE-64731,28.08.2026,28.08.2026,5,0,Wolseley UK Limited,5,no,no,CRTD MSPT PRC  BASC BCRQ SETC,,no,no,AWAITING_PICKING,CSKI_MVKI,MVKI-1,0010,81,1
200234602097,ER3080-000,BAH-038081692,01.09.2026,04.09.2026,500,0,Cable Services Ltd,5,no,no,CRTD PRC  BASC BCRQ MACM MSCP SETC,,no,no,AWAITING_PICKING,LVPA,LVPA-2 / LVPA-5,0005 → 0010,2059,2
200234602100,ER3080-000,BAH-038081692,08.09.2026,11.09.2026,500,0,Cable Services Ltd,5,no,no,CRTD PRC  BASC BCRQ MACM SETC,,no,no,AWAITING_PICKING,LVPA,LVPA-2 / LVPA-5,0005 → 0010,2059,2
200234602101,ER3080-000,BAH-038081692,15.09.2026,18.09.2026,500,0,Cable Services Ltd,5,no,no,CRTD PRC  BASC BCRQ MACM SETC,,no,no,AWAITING_PICKING,LVPA,LVPA-2 / LVPA-5,0005 → 0010,2059,2
200234602379,EP3115-000,BAH-038081619,10.08.2026,10.08.2026,150,0,UK Power Networks(Operations) Ltd,5,no,no,CRTD PRC  BASC BCRQ MACM MSCP SETC,,no,no,AWAITING_PICKING,LVPA,LVPA-5,0010,200,1
200234602381,EB9975-000,BAH-038080984,19.08.2026,19.08.2026,30,0,SSE Stock Ltd,5,no,no,CRTD PRC  BASC BCRQ MACM SETC,,no,no,AWAITING_PICKING,LVPA,LVPA-2 / LVPA-5,0010 → 0020,126,2
200234602385,EB9985-000,BAH-038080994,17.08.2026,17.08.2026,100,0,SSE Stock Ltd,5,no,no,CRTD PRC  BASC BCRQ MACM SETC,,no,no,AWAITING_PICKING,LVPA,LVPA-5,0010,362,1
200234602386,EB9970-000,BAH-038080979,25.08.2026,25.08.2026,64,0,SSE Stock Ltd,5,no,no,CRTD PRC  BASC BCRQ MACM SETC,,no,no,AWAITING_PICKING,LVPA,LVPA-5,0010,232,1
200234602388,EE7511-000,BAH-038081408,27.08.2026,27.08.2026,20,0,Cable Services Ltd,5,no,no,CRTD PRC  BASC BCRQ MACM SETC,,no,no,AWAITING_PICKING,LVPA,LVPA-5,0010,72,1
200234603031,EB9990-000,BAH-038080999,05.08.2026,05.08.2026,100,0,SSE Stock Ltd,5,no,no,CRTD PRC  BASC BCRQ MACM MSCP SETC,,no,no,AWAITING_PICKING,LVPA,LVPA-5,0010 → 0030,271,2
200234603032,EE7492-000,BAH-038081427,06.08.2026,06.08.2026,12,0,Wolseley UK Limited,5,no,no,CRTD PRC  BASC BCRQ MACM MSCP SETC,,no,no,AWAITING_PICKING,LVPA,LVPA-5,0010 → 0030,34,2
200234603033,ED0001-000,BAH-038081009,30.07.2026,30.07.2026,70,0,SSE Stock Ltd,5,yes,no,REL  PRT  PRC  BASC BCRQ MACM MSCP SETC,,no,no,AWAITING_PICKING,LVPA,LVPA-5,0010 → 0030,226,2
200234603034,ED0001-000,BAH-038081009,13.08.2026,13.08.2026,70,0,SSE Stock Ltd,5,no,no,CRTD PRC  BASC BCRQ MACM MSCP SETC,,no,no,AWAITING_PICKING,LVPA,LVPA-5,0010 → 0030,226,2
200234609641,EB9986-000,BAH-038080995,01.10.2026,02.10.2026,84,0,SSE Stock Ltd,5,no,no,CRTD PRC  BASC BCRQ MACM SETC,,no,no,AWAITING_PICKING,LVPA,LVPA-5,0010 → 0020 → 0030,264,3
200234609646,EB9986-000,BAH-038080995,01.10.2026,01.10.2026,60,0,SSE Stock Ltd,5,no,no,CRTD PRC  BASC BCRQ MACM SETC,,no,no,AWAITING_PICKING,LVPA,LVPA-5,0010 → 0020 → 0030,188,3
200234609649,EP3126-000,BAH-038081630,31.07.2026,31.07.2026,70,0,Wolseley UK Limited,5,yes,no,REL  PRT  PRC  BASC BCRQ MACM SETC,,no,no,AWAITING_PICKING,LVPA,LVPA-5,0010 → 0030,224,2
200234609650,EP3137-000,BAH-038081641,14.08.2026,14.08.2026,10,0,Cable Services Ltd,5,no,no,CRTD PRC  BASC BCRQ MACM MSCP SETC,,no,no,AWAITING_PICKING,LVPA,LVPA-5,0010 → 0030,32,2
200234609651,E34722-000,BAH-028000482,02.10.2026,02.10.2026,3,0,Wolseley UK Limited,5,no,no,CRTD PRC  BASC BCRQ MACM SETC,,no,no,AWAITING_PICKING,LVPA,LVPA-5,0050,5,1
200234609652,EP3143-000,BAH-038081647,31.07.2026,31.07.2026,2,0,Wolseley UK Limited,5,yes,no,REL  PRT  PRC  BASC BCRQ MACM SETC,,no,no,AWAITING_PICKING,LVPA,LVPA-5,0010 → 0030,6,2
200234609653,EB9986-000,BAH-038080995,01.10.2026,01.10.2026,60,0,SSE Stock Ltd,5,no,no,CRTD PRC  BASC BCRQ MACM SETC,,no,no,AWAITING_PICKING,LVPA,LVPA-5,0010 → 0020 → 0030,188,3
200234609654,EB9986-000,BAH-038080995,01.10.2026,01.10.2026,60,0,SSE Stock Ltd,5,no,no,CRTD MSPT PRC  BASC BCRQ SETC,,no,no,AWAITING_PICKING,LVPA,LVPA-5,0010 → 0020 → 0030,188,3
200234609717,EB9986-000,BAH-038080995,30.09.2026,30.09.2026,60,0,SSE Stock Ltd,5,no,no,CRTD MSPT PRC  BASC BCRQ SETC,,no,no,AWAITING_PICKING,LVPA,LVPA-5,0010 → 0020 → 0030,188,3
200234609719,A71740-000,BAH-038080680,21.08.2026,21.08.2026,5,0,TE Connectivity Australia Pty Ltd,5,no,yes,CRTD MSPT PRC  BASC BCRQ SETC,,no,no,AWAITING_PICKING,LVPA,LVPA-5,0010 → 0030,27,2
200234609721,C86482-000,BAH-038080681,21.08.2026,21.08.2026,5,0,TE Connectivity Australia Pty Ltd,5,no,yes,CRTD PRC  BASC BCRQ MACM SETC,,no,no,AWAITING_PICKING,LVPA,LVPA-5,0010 → 0030,27,2
200234609725,EB9997-000,BAH-038081006,06.08.2026,06.08.2026,30,0,SSE Stock Ltd,5,no,no,CRTD PRC  BASC BCRQ MACM MSCP SETC,,no,no,AWAITING_PICKING,LVPA,LVPA-5,0010 → 0030,72,2
200234609799,EB9971-000,BAH-038080980,04.08.2026,04.08.2026,36,0,SSE Stock Ltd,5,yes,no,REL  PRT  PRC  BASC BCRQ MACM MSCP SETC,,no,no,AWAITING_PICKING,LVPA,LVPA-5,0010 → 0030,125,2
200234609802,EB9999-000,BAH-038081008,04.08.2026,04.08.2026,42,0,SSE Stock Ltd,5,yes,no,REL  PRT  PRC  BASC BCRQ MACM MSCP SETC,,no,no,AWAITING_PICKING,LVPA,LVPA-5,0010 → 0030,169,2
200234609803,EB9999-000,BAH-038081008,20.08.2026,20.08.2026,42,0,SSE Stock Ltd,5,no,no,CRTD PRC  BASC BCRQ MACM SETC,,no,no,AWAITING_PICKING,LVPA,LVPA-5,0010 → 0030,169,2
200234609806,EP3144-000,BAH-038081648,04.08.2026,04.08.2026,30,0,UK Power Networks(Operations) Ltd,5,yes,no,REL  PRT  PRC  BASC BCRQ MACM MSCP SETC,,no,no,AWAITING_PICKING,LVPA,LVPA-5,0010 → 0030,96,2
200234609809,EP3144-000,BAH-038081648,11.09.2026,11.09.2026,21,0,Wolseley UK Limited,5,no,no,CRTD PRC  BASC BCRQ MACM SETC,,no,no,AWAITING_PICKING,LVPA,LVPA-5,0010 → 0030,67,2
200234609811,EP3144-000,BAH-038081648,04.08.2026,04.08.2026,30,0,UK Power Networks(Operations) Ltd,5,yes,no,REL  PRT  PRC  BASC BCRQ MACM MSCP SETC,,no,no,AWAITING_PICKING,LVPA,LVPA-5,0010 → 0030,96,2
200234609814,EP3143-000,BAH-038081647,03.08.2026,03.08.2026,25,0,UK Power Networks(Operations) Ltd,5,yes,no,REL  PRT  PRC  BASC BCRQ MACM SETC,,no,no,AWAITING_PICKING,LVPA,LVPA-5,0010 → 0030,75,2
200234609862,EP3128-000,BAH-038081632,03.08.2026,03.08.2026,24,0,UK Power Networks(Operations) Ltd,5,yes,no,REL  PRT  PRC  BASC BCRQ MACM SETC,,no,no,AWAITING_PICKING,LVPA,LVPA-5,0010 → 0030,77,2
200234609865,EP3128-000,BAH-038081632,17.08.2026,17.08.2026,1,0,UK Power Networks(Operations) Ltd,5,no,no,CRTD PRC  BASC BCRQ MACM SETC,,no,no,AWAITING_PICKING,LVPA,LVPA-5,0010 → 0030,3,2
200234610057,928974-000,BAH-028000050,03.08.2026,03.08.2026,300,0,National Grid Electricity,5,yes,no,REL  PRT  PRC  BASC BCRQ MACM MSCP SETC,,no,no,AWAITING_PICKING,LVPA,LVPA-5,0050,309,1
200234610060,D17565-000,BAH-028000478,21.08.2026,21.08.2026,1,0,Wolseley UK Limited,5,no,no,CRTD PRC  BASC BCRQ MACM SETC,,no,no,AWAITING_PICKING,LVPA,LVPA-5,0050,1,1
200234610062,ER3077-000,BAH-038081689,13.08.2026,14.08.2026,100,0,Cable Services Ltd,5,no,no,CRTD PRC  BASC BCRQ MACM SETC,,no,no,AWAITING_PICKING,LVPA,LVPA-5,0010 → 0030,342,2
200234610065,EP3133-000,BAH-038081637,04.08.2026,04.08.2026,60,0,UK Power Networks(Operations) Ltd,5,yes,no,REL  PRT  PRC  BASC BCRQ MACM MSCP SETC,,no,no,AWAITING_PICKING,LVPA,LVPA-5,0010 → 0030,192,2
200234610071,498262-000,BAH-028000049,14.08.2026,14.08.2026,39,0,Wolseley UK Limited,5,no,no,CRTD PRC  BASC BCRQ MACM MSCP SETC,,no,no,AWAITING_PICKING,LVPA,LVPA-5,0020,11,1
200234610097,EN2828-000,CSJA-24C/1XU-1XU-DE02,23.09.2026,23.09.2026,15,0,Prego Services GmbH,5,no,no,CRTD MSPT PRC  BASC BCRQ SETC,,no,no,AWAITING_PICKING,CSKI_MVKI,CSKI-1,0010,138,1
200234610099,ES7516-000,CSJH-12B/1XU-1XU-GB02,26.11.2026,26.11.2026,20,0,Wolseley UK Limited,5,no,no,CRTD MSPT PRC  BASC BCRQ SETC,,no,no,AWAITING_PICKING,CSKI_MVKI,CSKI-1,0010,134,1
200234610102,EM9872-000,CSJ-ENDSEAL-KIT-D-GB06,14.08.2026,14.08.2026,6,0,SSE Stock Ltd,5,no,no,CRTD PRC  BASC BCRQ MACM MSCP SETC,,no,no,AWAITING_PICKING,CSKI_MVKI,CSKI-1,0010,87,1
200234610106,ER5489-000,CSJH-24C/1XU-1XU-M1-NL01,14.10.2026,14.10.2026,3,0,Tyco Electronics Polska Sp z o.o.,5,no,no,CRTD MSPT PRC  BASC BCRQ SETC,,no,no,AWAITING_PICKING,CSKI_MVKI,CSKI-1,0010,97,1
200234610107,ET6009-000,CSJH-12B/1XU-1XU-GB01,27.11.2026,27.11.2026,15,0,Wolseley UK Limited,5,no,no,CRTD MSPT PRC  BASC BCRQ SETC,,no,no,AWAITING_PICKING,CSKI_MVKI,CSKI-1,0010,133,1
200234610117,EP3135-000,BAH-038081639,04.08.2026,04.08.2026,90,0,UK Power Networks(Operations) Ltd,5,yes,no,REL  PRT  PRC  BASC BCRQ MACM MSCP SETC,,no,no,AWAITING_PICKING,LVPA,LVPA-5,0010 → 0030,288,2
200234610118,EP3146-000,BAH-038081650,04.08.2026,04.08.2026,40,0,UK Power Networks(Operations) Ltd,5,yes,no,REL  PRT  PRC  BASC BCRQ MACM MSCP SETC,,no,no,AWAITING_PICKING,LVPA,LVPA-5,0010 → 0030,128,2
200234610119,EB9995-000,BAH-038081004,13.08.2026,13.08.2026,100,0,SSE Stock Ltd,5,no,no,CRTD PRC  BASC BCRQ MACM MSCP SETC,,no,no,AWAITING_PICKING,LVPA,LVPA-5,0010 → 0030,244,2
200234610121,ED0001-000,BAH-038081009,26.08.2026,26.08.2026,70,0,SSE Stock Ltd,5,no,no,CRTD PRC  BASC BCRQ MACM SETC,,no,no,AWAITING_PICKING,LVPA,LVPA-5,0010 → 0030,226,2
200234610123,BM4664-000,BAH-038081533,13.08.2026,13.08.2026,20,0,SSE Stock Ltd,5,no,no,CRTD PRC  BASC BCRQ MACM MSCP SETC,,no,no,AWAITING_PICKING,LVPA,LVPA-5,0010 → 0030,46,2
200234610127,EF0733-000,BAH-038081483,13.08.2026,13.08.2026,24,0,SSE Stock Ltd,5,no,no,CRTD PRC  BASC BCRQ MACM MSCP SETC,,no,no,AWAITING_PICKING,LVPA,LVPA-5,0010 → 0020,54,2
200234610128,EF0733-000,BAH-038081483,26.08.2026,26.08.2026,26,0,SSE Stock Ltd,5,no,no,CRTD PRC  BASC BCRQ MACM SETC,,no,no,AWAITING_PICKING,LVPA,LVPA-5,0010 → 0020,58,2
200234610129,EP3126-000,BAH-038081630,21.08.2026,21.08.2026,22,0,Wolseley UK Limited,5,no,no,CRTD PRC  BASC BCRQ MACM SETC,,no,no,AWAITING_PICKING,LVPA,LVPA-5,0010 → 0030,70,2
200234610130,ED0004-000,BAH-038081012,26.08.2026,26.08.2026,14,0,SSE Stock Ltd,5,no,no,CRTD PRC  BASC BCRQ MACM SETC,,no,no,AWAITING_PICKING,LVPA,LVPA-5,0010 → 0030,59,2
200234610131,ED0004-000,BAH-038081012,26.08.2026,26.08.2026,14,0,SSE Stock Ltd,5,no,no,CRTD PRC  BASC BCRQ MACM SETC,,no,no,AWAITING_PICKING,LVPA,LVPA-5,0010 → 0030,59,2
200234610132,ED0012-000,BAH-038081019,13.08.2026,13.08.2026,30,0,SSE Stock Ltd,5,no,no,CRTD PRC  BASC BCRQ MACM MSCP SETC,,no,no,AWAITING_PICKING,LVPA,LVPA-5,0010 → 0030,90,2
200234610135,D42206-000,BAH-028000474,04.08.2026,04.08.2026,200,0,National Grid Electricity,5,yes,no,REL  PRT  PRC  BASC BCRQ MACM MSCP SETC,,no,no,AWAITING_PICKING,LVPA,LVPA-5,0050,123,1
200234610136,D24151-000,BAH-028000475,04.08.2026,04.08.2026,200,0,National Grid Electricity,5,yes,no,REL  PRT  PRC  BASC BCRQ MACM MSCP SETC,,no,no,AWAITING_PICKING,LVPA,LVPA-5,0050,173,1
200234610257,F54046-000,BAH-028000480,04.08.2026,04.08.2026,50,0,National Grid Electricity,5,yes,no,REL  PRT  PRC  BASC BCRQ MACM MSCP SETC,,no,no,AWAITING_PICKING,LVPA,LVPA-5,0050,48,1
200234610259,EB9977-000,BAH-038080986,05.08.2026,05.08.2026,20,0,SSE Stock Ltd,5,no,no,CRTD PRC  BASC BCRQ MACM MSCP SETC,,no,no,AWAITING_PICKING,LVPA,LVPA-5,0010 → 0030,66,2
200234610260,EB9977-000,BAH-038080986,26.08.2026,26.08.2026,20,0,SSE Stock Ltd,5,no,no,CRTD PRC  BASC BCRQ MACM SETC,,no,no,AWAITING_PICKING,LVPA,LVPA-5,0010 → 0030,66,2
200234610261,EB9987-000,BAH-038080996,26.08.2026,26.08.2026,16,0,SSE Stock Ltd,5,no,no,CRTD PRC  BASC BCRQ MACM SETC,,no,no,AWAITING_PICKING,LVPA,LVPA-5,0010 → 0030,69,2
200234610262,EP3127-000,BAH-038081631,19.08.2026,19.08.2026,100,0,UK Power Networks(Operations) Ltd,5,no,no,CRTD PRC  BASC BCRQ MACM SETC,,no,no,AWAITING_PICKING,LVPA,LVPA-5,0010 → 0030,320,2
